"","","","","","","With hundreds of Mexican joints to choose from in the city, why do we love this one? Maybe it's because we dream about the Huatulco torta, a huge sandwich that layers spicy housemade chorizo, caramelized onions, a slather of pinto beans and fresh avocado atop amazing cecina, thin beef that's marinated for two days in lemon, salt and oregano and then grilled. Or maybe it's the roasted Cornish hen smothered in Oaxacan mole or the crispy red snapper hiding under pickled red onions. Maybe there are too many reasons to count.","Vegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Northwest Side","","","","","","","","","","","","","","","","Breakfast, lunch, dinner","","","","","","","","","","","","","","","","1275","","","","","","","","","","","","","","","","3382 N Milwaukee Ave","La Oaxaque&#241;a","","","","","","","","","","","","","","","","","773-545-8585 ","","","","","","","","","","","","","","","","Average main course: $9","","","","","","","","","","","","","","","","Mexican","","El: Blue to Irving Park. Bus: 53, 56","","","","","","","","","","","","","","","","","","","","","","","","60641","","","","","","","","","","","","","","","","This restaurant recently moved. See updated info in Northwest side listing #27","$","La Oaxaque&#241;a","Hidden Gems","","","","","","","1","Northwest Side","","","Other location: 6113 W Diversey Ave (773-637-8709)","","","","","98","","",""
"","","","","","","With its built-in clientele of symphony fans, this place could get away with subpar food and rushed &#34;preshow&#34; (a.k.a. precooked) meal deals. Luckily, it doesn't, so you don't have to be down with Mahler to be down with its new fall menu. Appetizers like mussel stew and venison tortellini with chestnut puree and dark-chocolate demi-glace make choosing what to eat here difficult; entr&#233;es like sweet potato risotto and beef sirloin with maple-pumpkin puree in anise-infused beef jus don't help matters. And as if giving the Loop a decent place to dine weren't sweet enough, a pumpkin mousse with gingerbread cake, poached pears and roasted squash is offered for dessert.","Outdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Loop","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1276","","","","","","","","","","","","","","","","65 E Adams St","Rhapsody","","","","","","","","","","","","","","","","","312-786-9911","","","","","","","","","","","","","","","","Average main course: $22","","","","","","","","","","","","","","","","Contemporary American","","El: Brown, Green, Orange, Pink, Purple (rush hrs) to Adams","","","","","","","","","","","","","","","","","","","","","","","","60603","","","","","","","","","","","","","","","","","$$","Rhapsody","","","","","","","","19","Loop/West Loop","","","","R","","","","47","","rhapsodychicago.com",""
"","","","","","","The best of the three restaurants that make up the multi-level Italian Village, Vivere boasts a menu as contemporary as its d&#233;cor. That's quite a feat when your dining room looks like an Italian baroque version of Alice's Wonderland. The wine list is award-winning, and the regional menu is a balance of classics and interesting twists and turns to housemade pastas, fragrant seafood stews and grilled game. The best part about the kitchen offering half-orders of pasta is that you can get two. Try the sage-scented, pheasant-filled agnolottini and the rigatoni alla bolognese. Alice never had it this good.","Private party room(s)Notable wine list","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Loop","","","","","","","","","","","","","","","","Lunch (Mon&#8211;Fri), dinner (Mon&#8211;Sat) (closed Sun)","","","","","","","","","","","","","","","","1277","","","","","","","","","","","","","","","","71 W Monroe St","Vivere","","","","","","","","","","","","","","","","","312-332-7005","","","","","","","","","","","","","","","","Average main course: $20","","","","","","","","","","","","","","","","Italian/Pizza","","El: Blue, Red to Monroe; Brown, Green, Orange, Pink, Purple (rush hrs) to Adams. Bus: 1, 7, X28, 126, 151","","","","","","","","","","","","","","","","","","","","","","","","60603","","","","","","","","","","","","","","","","","$$","Vivere","","","","","","","","19","Loop/West Loop","","","","V","","","","82","","italianvillage-chicago.com",""
"","","","","","","They call them las se&#241;oras cocineras&#8212;&#34;the cooking ladies&#34;&#8212;and every morning they're the first people here. They're the older, Mexican women who use their own recipes to make the rich, dark mole poblano for the wood-roasted chicken and the handmade tortillas that wrap up light, crispy skate wing. An ex-server named Max supplied many of the colorful paintings on the wall, and the rotating cast of bartenders makes great margaritas (go for the &#34;smoky floater&#34; of mezcal). And while the cooking ladies could probably make a killer guacamole, they definitely don't create it tableside; that gimmicky tradition is left to the servers.","Good for groupsPrivate party room(s)Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Ukrainian Village","","","","","","","","","","","","","","","","Brunch (Sat, Sun), lunch (Sat, Sun),dinner","","","","","","","","","","","","","","","","1280","","","","","","","","","","","","","","","","2005 W Division St","Adobo Grill","","","","","","","","","","","","","","","","","773-252-9990","","","","","","","","","","","","","","","","Average main course: $17","","","","","","","","","","","","","","","","Mexican","","El: Blue to Division. Bus: 50, 70","","","","","","","","","","","","","","","","","","","","","","","","60622","","","","","","","","","","","","","","","","","$$","Adobo Grill","","","","","","","","15","Ukrainian Village/West Town","","","Other locations: 1610 N Wells St (312-266-7999); 356 Yorktown Shopping Center, Lombard (630-627-9990)","A","","","","97","","adobogrill.com",""
"","","","","","","The J is for Joe, the C for Claudette, and if the battered bar and nostalgia-covered walls haven't tipped you off already, they've been at this for a while. Since 1972 she's worked the register while he's churned out house specialties like Italian Beef Pizziola, a big, wet, mess of an Italian beef with mozzarella and tomato sauce that's so flavorful it reminds us why this sandwich became famous in the first place. The signature cold pasta&#8212;angel hair tossed with romano, basil, garlic and olive oil&#8212;is a side we can't pass up. And the cottage fries are crisp, thin and golden, but they arrive unseasoned so sprinkle some Parmesan on them while they're still hot.","Cheap (entrees under $10)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","West Loop","","","","","","","","","","","","","","","","Lunch (closed Sat, Sun)","","","","","","","","","","","","","","","","1281","","","","","","","","","","","","","","","","558 W Van Buren St","Bombacigno's J and C Inn","","","","","","","","","","","","","","","","","312-663-4114","","","","","","","","","","","","","","","","Average main course: $7","","","","","","","","","","","","","","","","Classic American","","El: Blue to Clinton. Bus: 56, 125","","","","","","","","","","","","","","","","","","","","","","","","60607","","","","","","","","","","","","","","","","","$","Bombacigno's J and C Inn","","","","","","","","19","Loop/West Loop","","","","B","","","","28","","",""
"","","","","","","Exposed brick walls and black-and-white photography give this casual, contemporary caf&#233; the feeling of an unpretentious gallery. The straightforward approach carries through to the food, where a range of flavors is done well. Pulled pork fills ravioli topped with wild mushrooms and shaved Manchego; seared scallops mingle with truffled goat-cheese ravioli; and beef fiends will find fulfillment in a duo of grilled tenderloin and braised short rib, with ricotta gnocchi to boot. New this summer, a $35 prix-fixe dinner Wednesdays and Thursdays includes the house salad and your choice of any entr&#233;e and any dessert.","Vegetarian-friendlyOutdoor seatingPrivate party room(s)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Uptown","","","","","","","","","","","","","","","","Brunch (Sun), dinner (Tue&#8211;Sun) (closed Mon)","","","","","","","","","","","","","","","","1289","","","","","","","","","","","","","","","","1224 W Wilson Ave","Magnolia Caf&#233;","","","","","","","","","","","","","","","","","773-728-8785","","","","","","","","","","","","","","","","Average main course: $24","","","","","","","","","","","","","","","","Contemporary American","","El: Red to Wilson. Bus: 22, 36, 78, 145, 148","","","","","","","","","","","","","","","","","","","","","","","","60640","","","","","","","","","","","","","","","","","$$","Magnolia Caf&#233;","","","","","","","","6","Uptown","","","","M","","","","","","www.magnoliacafeuptown.com",""
"","","","","","","You might have stopped into this 23-year-old bakery for a croissant to go and missed the dining room hidden in back. The first-come, first-served policy means you'll have a half-hour wait for brunch, but a cup of coffee and slice of coffee cake will tide you over. For the main event, don't miss the corned-beef hash: heavy on the smoky-salty beef, easy on the potatoes, flecked with fresh herbs and topped with two perfectly poached eggs. The next best bet is the savory tart jammed with leeks, mushrooms and goat cheese or the baked chilaquiles crusted in bubbly cheddar.","Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Lincoln Square","","","","","","","","","","","","","","","","Mon 11am&#8211;3pm (lunch); Tue&#8211;Thu 8am&#8211;9pm; Fri, Sat 8am&#8211;10pm; Sun 9am&#8211;9pm. Brunch (Sat, Sun)","","","","","","","","","","","","","","","","1291","","","","","","","","","","","","","","","","4729 N Lincoln Ave","Caf&#233; Selmarie","","","","","","","","","","","","","","","","","773-989-5595","","","","","","","","","","","","","","","","Average main course: $13","","","","","","","","","","","","","","","","Bakeries","","El: Brown to Western. Bus: 11, 49, X49, 81","","","","","","","","","","","","","","","","","","","","","","","","60625","","","","","","","","","","","","","","","","","$","Caf&#233; Selmarie","","","","","","","","7","Lincoln Square","","","","C","","Lincoln Square/Ravenswood","Listed","16","","www.cafeselmarie.com",""
"","","","","","","Can good barbecue exist on the North Side? We think so, and this is it. Instead of the South Side tradition of cash 'n' carry, here there's an actual dining room, a comfy no-frills spot with a beer and wine list and a house cocktail called the Hogarita (think cran-citrus margarita). For starters, skip the Eckrich-like hot links and go for the smoky, greasy rib tips and an insanely rich mac and cheese. Move on past boring salads to a slab of baby backs and the beef brisket sandwich with caramelized onions and horseradish. Add a touch of sauce to the latter; both the tangy mild and the smoky hot are tasty.","Outdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Logan Square","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1292","","","","","","","","","","","","","","","","2416 W Schubert Ave","Fat Willy's Rib Shack","","","","","","","","","","","","","","","","","773-782-1800","","","","","","","","","","","","","","","","Average main course: $11","","","","","","","","","","","","","","","","Southern","","Bus: 49, X49, 76","","","","","","","","","","","","","","","","","","","","","","","","60647","","","","","","","","","","","","","","","","","$","Fat Willy's Rib Shack","","","","","","","","11","Humboldt Park/Logan Square","","","","","","Humboldt Park/Logan Square","","116","","www.fatwillysribshack.com",""
"","","","","","","Don't expect plain old pasta at this contemporary Tuscan storefront, which bills itself as a simple neighborhood bistro. Chef Marcelino Peno serves up the signature &#34;18-hour ravioli,&#34; among others. The housemade pasta squares filled with veal osso buco and goat cheese are still as good as ever. You might opt for your own helping of the ravioli, but plan on sharing the enormous Gorgonzola and sausage&#8211;stuffed pork chops. Don't be afraid to fill up on dinner; desserts are pretty uninspired.","Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Andersonville","","","","","","","","","","","","","","","","Lunch (Fri&#8211;Sun), dinner (closed Mon)","","","","","","","","","","","","","","","","1294","","","","","","","","","","","","","","","","5657 N Clark St","Leonardo's","","","","","","","","","","","","","","","","","773-561-5028","","","","","","","","","","","","","","","","Average main course: $20","","","","","","","","","","","","","","","","Italian/Pizza","","El: Red to Bryn Mawr. Bus: 22, 50","","","","","","","","","","","","","","","","","","","","","","","","60660","","","","","","","","","","","","","","","","","$$","Leonardo's","","","","","","","","3","Andersonville","","","","L","","","","","","",""
"","","","","","","After establishing itself as a popular sushi lunch spot in the South Loop, this budget-minded restaurant expanded with a swankier locale. Sashimi is still the way to go&#8212;big, thick cuts of fresh, cool standards are dependable and tasty, and richer indulgences like fatty tuna and sea urchin are equally good and almost always available. Interestingly, the cooked menu is offered as small plates, making it easy to try a handful of unique dishes like roasted chicken&#8211;stuffed lotus root in crispy tempura batter and baked sesame-crusted scallops with wasabi mayo.","Good for dining at barOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","South Loop","","","","","","","","","","","","","","","","Lunch (Mon&#8211;Fri), dinner","","","","","","","","","","","","","","","","1295","","","","","","","","","","","","","","","","888 S Michigan Ave","Oysy Sushi","","","","","","","","","","","","","","","","","312-922-1127","","","","","","","","","","","","","","","","Average nigiri: $5","","","","","","","","","","","","","","","","Japanese/sushi","","El: Green, Orange, Red to Roosevelt. Bus: 1, 3, 4","","","","","","","","","","","","","","","","","","","","","","","","60605","","","","","","","","","","","","","","","","","$","Oysy Sushi","Hidden Gems","","","","","","","0","South Loop","","","","O","","South Loop","","","","www.oysysushi.com",""
"","","","","","","Want one of the best fine-dining experiences in town? Splurge here. Executive chef Tony Mantuano and chef de cucina Sarah Grueneberg) step into spring with bright dishes like yellowfin tuna with fresh chickpeas, radishes and shallots; pasta pockets filled with crescenza cheese and Umbrian black truffles, tossed with ramps; risotto with fresh artichokes; and dry-aged strip steak with Piemontese white truffle essence, lemon and celery. As usual, pastas and gelati are made fresh every day. Toss in a two-dozen-choice cheese cave and perfect service, and you've got a night that's worth the hefty tab.","Notable wine listViewsPrivate party room(s)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Mag Mile","","","","","","","","","","","","","","","","Dinner","","","","","","","","","","","","","","","","1296","","","","","","","","","","","","","","","","980 N Michigan Ave","Spiaggia","","","","","","","","","","","","","","","","","312-280-2750","","","","","","","","","","","","","","","","Average main course: $37","","","","","","","","","","","","","","","","Italian/Pizza","","El: Red to Clark/Division. Bus: 143, 144, 145, 146, 147, 151","","","","","","","","","","","","","","","","","","","","","","","","60611","","","","","","","","","","","","","","","","","$$$","Spiaggia","Classics","","","","","","","18","Gold Coast/Streeterville","","","","S","","","","","","levyrestaurants.com",""
"","","","","","","The dining room is full of tables dressed with blinding white linens that are, most of the time, empty. But don't let that give you pause. The meze we tried&#8212;a creamy bowl of hummus, a steaming spinach pie and the crunchy, eponymous salad&#8212;were all potent with sharp, tangy lemon juice, while the aromatic kibbeh was packed with cinnamon. The kebabs aren't very kebablike&#8212;they're more like thin steaks than cubes&#8212;but they're juicy nonetheless. Still, we'd rather save room for the four kinds of sticky, flaky baklava, which are so good we'd be back for those alone.","BYOBVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Lincoln Park","","","","","","","","","","","","","","","","Lunch, dinner (closed Tue) ","","","","","","","","","","","","","","","","1298","","","","","","","","","","","","","","","","2652 N Halsted St","Fattoush","","","","","","","","","","","","","","","","","773-327-2652","","","","","","","","","","","","","","","","Average main course: $12","","","","","","","","","","","","","","","","Middle Eastern","","El: Brown, Purple (rush hrs) to Diversey. Bus: 8, 76","","","","","","","","","","","","","","","","","","","","","","","","60614","","","","","","","","","","","","","","","","","$","Fattoush","","","","","","","","13","Lincoln Park","","","","F","","","","102","","fattoushrestaurant.com",""
"","","","","","","When a restaurant is so big it practically takes up the whole block, and the menu's as big as a book, there's bound to be a few blunders. But if you stick to the basics here, you'll be just fine. The kashkeh bodemjan blends eggplant with sweet, caramelized onions, garlic and mint for an addictive spread. The chicken koubideh is a delicious, herbal kebab, and the fattoush (though chopped more finely than any other we've seen) is nevertheless full of clean, sharp flavors. Skip the tray of mass-produced cakes, and go for the housemade baklava and Turkish coffee to finish the meal.","Private party room(s)Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","River North","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1299","","","","","","","","","","","","","","","","432 W Ontario St","Reza's","","","","","","","","","","","","","","","","","312-664-4500","","","","","","","","","","","","","","","","Average main course: $15","","","","","","","","","","","","","","","","Middle Eastern","","El: Brown, Purple (rush hrs) to Chicago. Bus: 22, 65","","","","","","","","","","","","","","","","","","","","","","","","60610","","","","","","","","","","","","","","","","","$","Reza's","","","","","","","","17","River North","","","Other location: 5255 N Clark St (773-561-1898)","R","","","","104","","rezarestaurant.com",""
"","","","","","","So there's Prince, Madonna and now, Hemmi. He's no rock star, but his restaurant sure as hell looks like one. The dim, sultry, candlelit dining room features modern, white-on-white tableware and an eccentric, sexed-up Japanese menu. Chef Hemmi (singularly named on the menu) drops sweet clusters of crab atop greens, oranges and avocados for a tasty starter. The pricey nigiri and sashimi deliver, with fresh, clean flavors and meaty cuts. Some experiments work: The smoky, sweet and tender duck nigiri is delicious. But you can skip the spicy tuna sampler&#8212;toppings like pine nuts, caviar and avocado may add interest and texture to the tuna but little flavor.","Good for dining at barLate-night dining","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Lincoln Park","","","","","","","","","","","","","","","","Dinner","","","","","","","","","","","","","","","","1300","","","","","","","","","","","","","","","","1441 W Fullerton Ave","Tsuki","","","","","","","","","","","","","","","","","773-883-8722","","","","","","","","","","","","","","","","Average nigiri: $3.50","","","","","","","","","","","","","","","","Japanese/sushi","","Bus: 9, 74","","","","","","","","","","","","","","","","","","","","","","","","60614","","","","","","","","","","","","","","","","","$","Tsuki","","","","","","","","13","Lincoln Park","","","","T","","","","88","","tsuki.us",""
"","","","","","","Chef Shawn McClain is often associated with steak-centric Custom House or his veg-head haven Green Zebra, but this upscale dining room is really where his solo career took root. The fresh flavors of Spring's namesake season are showing up on the menu in a rotation of ever-changing specials, such as Australian barramundi served with spring garlic, potato gnocchi, grilled ramps and caramelized onions. Menu mainstays, like a simple lemongrass and coconut soup and Pacific black cod with a black bean sake glaze and toasted sesame, highlight McClain's penchant for Asian-leaning flavors.","Notable wine listVegetarian-friendly","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Wicker Park","","","","","","","","","","","","","","","","Dinner. Closed for dinner on Mon, but the bar is open 6&#8211;midnight.","","","","","","","","","","","","","","","","1301","","","","","","","","","","","","","","","","2039 W North Ave","Spring","","","","","","","","","","","","","","","","","773-395-7100","","","","","","","","","","","","","","","","Average main course: $25","","","","","","","","","","","","","","","","Contemporary American","","El: Blue to Damen. Bus: 50, 56, 72","","","","","","","","","","","","","","","","","","","","","","","","60647","","","","","","","","","","","","","","","","","$$","Spring","","","","","","","","12","Bucktown/Wicker Park","","","","S","","","","48","","springrestaurant.net",""
"","","","","","","If you've been in a train's dining car recently, you know the menu ranges from Doritos to Ruffles and most of the clientele is passed out with cans of Bud Light at their feet. Thankfully, this dining car is nothing like that. The menu includes gems like light, crispy calamari and a club sandwich with sliced duck breast and prosciutto. Skip the jumbo shrimp and be aware that service can be slow, but the sweet, caramelly apple pie is a must. Perfectly made, classic cocktail come from the attached bar, Matchbox.","Good for dining at barOutdoor seatingLate-night dining","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","River North","","","","","","","","","","","","","","","","Dinner (closed Mon)","","","","","","","","","","","","","","","","1302","","","","","","","","","","","","","","","","768 N Milwaukee Ave","The Silver Palm","","","","","","","","","","","","","","","","","312-666-9322","","","","","","","","","","","","","","","","Average main course: $11","","","","","","","","","","","","","","","","Classic American","","El: Blue to Chicago. Bus: 56, 66","","","","","","","","","","","","","","","","","","","","","","","","60622","","","","","","","","","","","","","","","","","$","Silver Palm","","","","","","","","17","River North","","","","S","","","","37","","",""
"","","","","","","Looks like the North Side got yet another sushi joint. How to tell this one apart? The loyal following of Mike-heads: sushi foodies who've followed chef &#34;Sushi Mike&#34; from Hama Matsu and San Soo Gap San to his new post at this small, casual sushi bar. If you try the cooked items, you're likely not to go back. If you order your own sushi, you're likely to offer up a &#34;So what.&#34; But if you make like the regulars and put yourself in Sushi Mike's hands (name your price, and he creates a combo), you might just become a believer.","BYOBVegetarian-friendlyLate-night dining","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Andersonville","","","","","","","","","","","","","","","","Dinner","","","","","","","","","","","","","","","","1303","","","","","","","","","","","","","","","","5547 N Clark St","Tanoshii","","","","","","","","","","","","","","","","","773-878-6886","","","","","","","","","","","","","","","","Average nigiri: $3","","","","","","","","","","","","","","","","Japanese/sushi","","El: Red to Bryn Mawr. Bus: 22, 50, 84, 147","","","","","","","","","","","","","","","","","","","","","","","","60640","","","","","","","","","","","","","","","","","$","Tanoshii","","","","","","","","3","Andersonville","","","","T","","","","88","","",""
"","","","","","","It's okay to splash a little red sauce on the butcher-paper-topped tables in this raucous storefront. Old friends and big families admire the autographed celebrity photos and shots of the owner's family tacked to the frescoed walls. Smiling waiters squeeze between tables juggling huge plates of eggplant parmigiana and bottles of decent Italian red. Order any of the appropriately garlicky pastas and a plate of escarole and beans for the table; the leftovers will warm up just fine tomorrow.","Vegetarian-friendlyFireplace","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","River North","","","","","","","","","","","","","","","","Lunch (Mon&#8211;Fri), dinner","","","","","","","","","","","","","","","","1304","","","","","","","","","","","","","","","","721 W Grand Ave","La Scarola","","","","","","","","","","","","","","","","","312-243-1740","","","","","","","","","","","","","","","","Average main course: $17","","","","","","","","","","","","","","","","Italian/Pizza","","El: Blue to Grand. Bus: 8, 56, 65","","","","","","","","","","","","","","","","","","","","","","","","60610","","","","","","","","","","","","","","","","","$$","La Scarola","","","","","","","","17","River North","","","","L","","","","79","","",""
"","","","","","","You'd be well-advised to pay attention to this restaurant's logo, which claims that Uncle Joe's specializes in jerk chicken. That's not to say the impossibly tender curried goat or smoky oxtail should be skipped over, just that the peppery jerk chicken is absolutely not to be missed. Tasty side orders like rice and beans and creamy mac and cheese disappear early in the evening, as does the caramel cake, so get there early. The reggae floating through the air of the small dining room and the friendly, dreadlocked staff are welcome additions.","BYOB","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","South Side","","","","","","","","","","","","","","","","Lunch, dinner","","","","","","","","","","","","","","","","1305","","","","","","","","","","","","","","","","8211 S Cottage Grove Ave","Uncle Joe's","","","","","","","","","","","","","","","","","773-962-9935","","","","","","","","","","","","","","","","Average main course: $9","","","","","","","","","","","","","","","","Jamaican","","Bus: 4","","","","","","","","","","","","","","","","","","","","","","","","60619","","","","","","","","","","","","","","","","","$","Uncle Joe's","Hidden Gems","","","","","","","24","South Side","","","","U","","","","83","","",""
"","","","","","","We don't know if the children depicted in the murals of this quaint cafe are of Swedish or Norwegian descent. All we know is that they scare the hell out of us, so we turn to the weekend brunch of Scandinavian comfort food to ease our minds. We love the flaky Danish filled with creamy apples and toasted pecans, thin Swedish pancakes with lingonberry preserves and omelettes bulging with falukorv sausage and dill. For lunch, go for the meatball sandwich, served open-faced on limpa&#8212;a Swedish rye bread&#8212;and topped with slices of hard-boiled egg and tomato.","Cheap (entrees under $10)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Northwest Side","","","","","","","","","","","","","","","","Breakfast, lunch, dinner (Mon&#8211;Sat)","","","","","","","","","","","","","","","","1306","","","","","","","","","","","","","","","","3258 W Foster Ave","Tre Kronor","","","","","","","","","","","","","","","","","773-267-9888","","","","","","","","","","","","","","","","Average main course: $7","","","","","","","","","","","","","","","","Scandinavian","","El: Brown to Kedzie. Bus: 81, 92, 93","","","","","","","","","","","","","","","","","","","","","","","","60625","","","","","","","","","","","","","","","","","$","Tre Kronor","","","","","","","","1","Northwest Side","","","","T","","Northwest Side","Listed","111","","",""
"","","","","","","The basic menu appeases the masses that flood the simple, minimalist room of this top-notch Thai joint. But the true standouts can be found on the translated Thai-language menu, with never-fail flavor explosions such as tart and smoky pork-and-rice sausage; ground chicken with crispy basil and preserved eggs; and the earthiest beef noodle dish in town the brisket-packed &#34;boat noodles.&#34; But don't disregard the specials board; promising rotations have included basil duck stir-fried with garlic and mushrooms, and lettuce wrap&#8211;ready deep-fried mackerel with apples, cucumbers, fish sauce and chiles.","Cheap (entrees under $10)BYOB","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","Yes","","Lakeview","","","","","","","","","","","","","","","","Lunch, dinner (closed Tue)","","","","","","","","","","","","","","","","1308","","","","","","","","","","","","","","","","3930 N Sheridan Rd","TAC Quick Thai","","","","","","","","","","","","","","","","","773-327-5253","","","","","","","","","","","","","","","","Average main course: $8","","","","","","","","","","","","","","","","Thai","","El: Red to Sheridan. Bus: 36, 80, 145, 151","","","","","","","","","","","","","","","","","","","","","","","","60613","","","","","","","","","","","","","","","","","$","TAC Quick Thai","","","","","","","","9","Lakeview","","","","T","","","","127","","",""
"","","","","","","The urban Italian food served here ranks a notch above standard spaghetti-house fare, provided you can handle the tight squeeze at the tiny bar while battling locals for a table. Reservations are a must for Thursday night's special, a three-course meal for $21.95. And this ain't no piddly prix-fixe: diners can choose from any appetizer, entree and dessert on the menu. To get your money's worth, make it a steak night and dig into mushroom-topped ribeye, expertly grilled medium-rare and plated with pesto mashed potatoes. The steak alone is normally twenty bucks; figure in an app of fresh mozz wrapped in prosciutto and a boozy housemade tiramisu and you've got the best deal around.","Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","Logan Square","","","","","","","","","","","","","","","","Dinner (Tue&#8211;Sun)","","","","","","","","","","","","","","","","1310","","","","","","","","","","","","","","","","2535 N California Ave","Buona Terra Ristorante","","","","","","","","","","","","","","","","","773-289-3800","","","","","","","","","","","","","","","","Average main course: $12","","","","","","","","","","","","","","","","Italian/Pizza","","El: Blue to California. Bus: 52, 74","","","","","","","","","","","","","","","","","","","","","","","","60647","","","","","","","","","","","","","","","","","$","Buona Terra Ristorante","","","","","","","","11","Humboldt Park/Logan Square","","","","B","","Humboldt Park/Logan Square","","","","buona-terra.com",""
"","","","","","","Karyn Calabrese is known for her 100% organic, vegan and raw cuisine (see: Karyn's Fresh Corner). But here she turns up the heat. These dishes are still vegan and organic but appeal to those who aren't ready for raw with hummus, pizza, salads and entr&#233;es made with fake meats. The restaurant serves organic wines and beer and yummy Sunday brunch, with a &#34;conscious comfort food&#34; vibe. Remember: In addition to meatless, vegan means no dairy or refined sugar.","Vegetarian-friendlyOutdoor seating","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","River North","","","","","","","","","","","","","","","","Brunch (Sun), lunch, dinner","","","","","","","","","","","","","","","","1314","","","","","","","","","","","","","","","","738 N Wells St","Karyn's Cooked","","","","","","","","","","","","","","","","","312-587-1050","","","","","","","","","","","","","","","","Average main course: $12","","","","","","","","","","","","","","","","Vegetarian","Contemporary American","El: Brown, Purple (rush hrs) to Chicago. Bus: 66","","","","","","","","","","","","","","","","","","","","","","","","60610","","","","","","","","","","","","","","","","","$","Karyn's Cooked","","","","","","","","17","River North","","","","K","","","","130","","karynraw.com",""
"","","","","","","Meatloaf and ""chicken-n-waffles"" have hit River North. With 4,300 square feet of shag carpeting and a swank address next to Japonais, you shouldn't expect the same coziness of the original Roscoe Village Kitsch'n, but you will get the whole peace, love and Tang vintage shtick.","Cheap (entrees under $10)","","","","","","","","","","","","","","","","","","Chicago, IL","","","","","","","","","","","","","","","","","","River North","","","","","","","","","","","","","","","","Breakfast (Mon&#8211;Fri), brunch (Sat, Sun), lunch (Mon&#8211;Fri), dinner (Mon&#8211;Sat)","","","","","","","","","","","","","","","","1315","","","","","","","","","","","","","","","","600 W Chicago Ave","Kitsch'n River North","","","","","","","","","","","","","","","","","312-644-1500","","","","","","","","","","","","","","","","Average main course: $10","","","","","","","","","","","","","","","","Classic American","","El: Brown, Purple (rush hrs) to Chicago. Bus: 8, 66","","","","","","","","","","","","","","","","","","","","","","","","60610","","","","","","","","","","","","","","","","","$","Kitsch'n River North","","","","","","","","17","River North","","","","","","","","","","",""
